date,close,volume,tic,day,change,rsi,stochrsi,rate,middle,tp,boll,boll_ub,boll_lb,macd,macds,macdh,ppo,ppos,ppoh,kdjk,kdjd,kdjj,cr,cr-ma1,cr-ma2,cr-ma3,cci,tr,atr,um,dm,pdi,mdi,dx,adx,adxr,trix,tema,vr,dma,vwma,chop,log-ret,mfi,wt1,wt2,wr,supertrend,supertrend_lb,supertrend_ub,close_org
2017-01-03,-0.8145381915768449,-0.08014011968202593,AAPL,1,-0.05526288294431265,-3.941794112221402,1.3104773251583774,-0.09161815713370573,-0.8085060433893619,-0.8085060433893619,-0.8087388473592003,-0.8162931635058117,-0.7912783713186257,-0.11480081334709856,-0.12848838954291866,0.017201038211535836,-0.22937930773696466,-0.2505093420516974,0.017294377643905814,-2.7238233210632514,-0.6753832262235059,-5.626726811635435,,-0.07071763640262309,-0.0953428619736151,-0.13330266995329448,0.4149242942276821,-0.4689487741840415,-0.5351880201771877,-0.352908915497297,-0.3556955870464142,-1.6439444572202784,-1.5873989797493309,2.8348044404680026,3.6472036084120965,4.053506114872992,-0.24606776030613184,-0.8144010348176783,-0.3876843331496017,-0.1164269510154262,-0.8047982943845409,0.21080979541997494,-0.03992905562940089,-0.2954949437979605,2.5376195756494027,2.5557222447380723,-9.80990945454601,-0.7165384889890523,-0.8378585519621754,-0.7566160239927571,27.095848083496094
2017-01-03,-0.9558990791373626,-0.4478921311064322,TSLA,1,-0.05526288294431265,-3.941794112221402,1.3104773251583774,-0.09161815713370573,-0.9641642045669979,-0.9641642045669979,-0.9504830820535265,-0.8162931635058117,-0.7912783713186257,-0.11480081334709856,-0.12848838954291866,0.017201038211535836,-0.22937930773696466,-0.2505093420516974,0.017294377643905814,0.4910163079104029,0.44326047865687346,0.510352992246191,,-0.07071763640262309,-0.0953428619736151,-0.13330266995329448,0.4149242942276821,-0.7153000961182836,-0.8218053047003717,-0.352908915497297,-0.3556955870464142,-1.6439444572202784,-1.5873989797493309,2.8348044404680026,3.6472036084120965,4.053506114872992,-0.24606776030613184,-0.955743051948359,-0.3876843331496017,-0.1164269510154262,-0.9608529744026515,-2.651933281720544,-0.03992905562940089,-0.2954949437979605,2.5376195756494027,2.5557222447380723,0.5809363097738213,-0.9202654995655197,-0.967036275186121,-0.9449405858397322,14.465999603271484
2017-01-04,-0.814877670608291,-0.5091479802433854,AAPL,2,-0.0916424116959588,-3.941794112221402,1.3104773251583774,-0.09161815713370573,-0.807526234554314,-0.807526234554314,-0.8089090471801602,-0.8162931635058117,-0.7912783713186257,-0.11492862855165968,-0.12856444257998204,0.017011852578152128,-0.23009809818050952,-0.2509359762353737,0.016210322107077797,-4.563591631059377,-2.0385644973731276,-8.005511568419024,,-0.07071763640262309,-0.0953428619736151,-0.13330266995329448,0.4149242942276821,-0.4608093111205647,-0.5302777260381795,-0.352908915497297,-0.3556955870464142,-1.5533737567339505,-1.5873989797493309,2.8348044404680026,3.6472036084120965,4.053506114872992,-0.2779578889162313,-0.8147187447739765,-1.3686641896435952,-0.1164269510154262,-0.8043825747379318,1.2627002892299481,-0.07636651005391727,-0.2954949437979605,2.5376195756494027,2.5557222447380723,-9.04042215434037,-0.7165384889890523,-0.836913637035399,-0.7566160239927571,27.06551742553711
2017-01-04,-0.9484373398463499,0.6626229123160722,TSLA,2,1.4424842104391418,3.204199009176392,1.3104773251583774,1.4425057496863367,-0.9589269797843624,-0.9589269797843624,-0.9467420949122269,-0.9291482706269285,-0.9599462828438031,-0.11199143884818084,-0.1268167459882672,0.021359332960699303,-0.2004950335536554,-0.2333652371906106,0.06085666709401644,0.7594598698223707,0.5594203971277387,0.9871449528969812,,-0.07071763640262309,-0.0953428619736151,-0.13330266995329448,0.4149242942277071,-0.6632076015109979,-0.7903794638357279,-0.19040325127757465,-0.3556955870464142,1.0286286177040893,-1.5873989797493309,2.8348044404680026,3.6472036084120965,4.053506114872992,1.0668504954374196,-0.9487597962993741,5.857593376765041,-0.1164269510154262,-0.9574172558878816,-2.1178630158081675,1.4258415940447946,-0.2954949437979605,2.537619575649403,2.5557222447380727,1.2372513203443543,-0.9202654995655197,-0.967036275186121,-0.9449405858397322,15.13266658782959
2017-01-05,-0.8133371206556914,-0.44894312703300127,AAPL,3,0.11001179293897238,1.990351134705519,1.3104773251583774,0.1100356905849902,-0.8066287584030019,-0.8066287584030019,-0.8084508712314963,-0.8148794955616104,-0.7920578876417071,-0.11416199199594516,-0.12825286159368315,0.01859616939018272,-0.22579264363488294,-0.24919066666251288,0.02527691312979469,-5.18812900871416,-3.164667612437725,-7.773237854223983,,-0.07071763640262309,-0.0953428619736151,-0.13330266995329448,0.6948875515646958,-0.43949656540478427,-0.5197589904839071,-0.33809884479924357,-0.3556955870464142,-1.4667990125460975,-1.5873989797493309,2.8348044404680026,3.6472036084120965,4.053506114872992,-0.21551093278174707,-0.8134446185777235,-0.33772511164485974,-0.1164269510154262,-0.8039311681028,1.6972465719208234,0.1250968533076262,-0.2954949437979605,2.4516041026155255,2.5123337164008923,-7.094748862937221,-0.7165384889890523,-0.836913637035399,-0.7566160239927571,27.20315742492676
2017-01-05,-0.9486164191983362,-0.4503271949043418,TSLA,3,-0.089624762717938,3.0241583343895857,-1.3939481217092393,-0.0896005117268065,-0.9572127919238781,-0.9572127919238781,-0.9455549541935605,-0.929904840783018,-0.956262869372266,-0.1113143033089283,-0.12597143634802502,0.020985986223676124,-0.1937959722386702,-0.2248109630724402,0.05641912534834074,0.9287988406419678,0.6957839581214624,1.1890249167719178,,-0.07071763640262309,-0.0953428619736151,-0.13330266995329448,0.45564375704736404,-0.7616047849321377,-0.8209436396275507,-0.3685903623144219,-0.3556955870464142,0.38921220379105065,-1.5873989797493309,2.8348044404680026,3.6472036084120965,4.053506114872992,0.706317827551302,-0.9479973822242822,0.5978687699510294,-0.1164269510154262,-0.9565109751201718,-1.7383984903109237,-0.07434457917043001,-0.2954949437979605,2.1800513714630743,2.3753551827130486,1.20614703022934,-0.9202654995655197,-0.959695243914691,-0.9449405858397322,15.116666793823242
2017-01-06,-0.8099427146087804,0.08611596031317718,AAPL,4,0.3070563105572803,2.7954683348810088,1.3104773251583774,0.3070798594459413,-0.8036640404379544,-0.8036640404379544,-0.8073708804797691,-0.8113671108193764,-0.7941278109289543,-0.11177235306526484,-0.12723386411776527,0.02338596447396786,-0.21244271082684324,-0.2435077226758186,0.05252814511293753,-4.6208182454030045,-3.718000138564148,-5.513487697639745,,-0.07071763640262309,-0.0953428619736151,-0.13330266995329448,1.0278376607720912,-0.4056073780954816,-0.5035357061938582,-0.2553353947834945,-0.3556955870464142,-1.174093453183312,-1.5873989797493309,2.8348044404680026,3.6472036084120965,4.053506114872992,-0.1358127751477827,-0.8104173966926568,1.1372169667339542,-0.1164269510154262,-0.8027120346187392,1.4137938982613305,0.3207570710034358,-0.2954949437979605,2.7077464651653553,2.5840076252538586,-3.9153824874796967,-0.7165384889890523,-0.836913637035399,-0.7566160239927571,27.50642967224121
2017-01-06,-0.9469300717331433,-0.5308942195282799,TSLA,4,0.2686572090962892,3.0607976625205833,-0.8435817588252024,0.26868082594913056,-0.9550725555922686,-0.9550725555922686,-0.9445386536947109,-0.9294203565469814,-0.9545705837279964,-0.11007004475779263,-0.1251076493598261,0.02244389597587542,-0.18140782539266725,-0.21615466007621392,0.07096271708638732,1.045909163756426,0.8274430021582404,1.2700886551143131,,-0.07071763640262309,-0.0953428619736151,-0.13330266995329448,0.6577151997747348,-0.7696837014026569,-0.8388010055457122,-0.3028443362319934,-0.3556955870464142,0.7887326052306121,-1.5873989797493309,2.8348044404680026,3.6472036084120965,4.053506114872992,0.5540632902301291,-0.9466714318652755,1.625451666067439,-0.1164269510154262,-0.9555877092949003,-1.6856762605211872,0.28271993677291635,-0.2954949437979605,2.069785737556612,2.2781521856326297,1.2197791938309994,-0.9202654995655197,-0.9539257119176006,-0.9449405858397322,15.267333030700684
2017-01-09,-0.807122852592388,0.18743700569745922,AAPL,0,0.24241083937480382,2.9476833451863103,1.3104773251583774,0.24243450268219585,-0.8001623993210177,-0.8001623993210177,-0.8061573842264241,-0.8083759581245771,-0.7952206580038861,-0.10865460395725818,-0.12564880829192296,0.028840489511905276,-0.1951604107104507,-0.23471513129493543,0.08324655314080946,-3.8364312055301815,-3.8139511967560837,-3.4378797800358867,,-0.07071763640262309,-0.0953428619736151,-0.13330266995329448,0.9645082860310885,-0.4030340616460903,-0.4931466050457367,-0.25794952314070857,-0.3556955870464142,-1.0184213406408473,-1.5873989797493309,2.8348044404680026,3.6472036084120965,4.053506114872992,-0.06515752387569636,-0.807378942753693,2.6962373258413432,-0.1164269510154262,-0.8011784706157501,1.2843913073548145,0.25669536619564076,-0.2954949437979605,2.7855595339319263,2.6394700866972687,-2.6025480042883418,-0.7165384889890523,-0.8355577040987416,-0.7566160239927571,27.75836944580078
2017-01-09,-0.9452362523989396,-0.8559332526906189,TSLA,0,0.2668816534660132,3.086669559679841,-0.45495503811838806,0.26690527346148496,-0.9534704898774532,-0.9534704898774532,-0.9435891908574936,-0.9284863461649261,-0.9536108144755007,-0.1083624506215116,-0.12406201114227192,0.024879414526489518,-0.16449350053096054,-0.20575246038875425,0.09532003238236895,1.1490242813422107,0.9510958945464466,1.3293519163816374,,-0.0682973683450638,-0.0953428619736151,-0.13330266995329448,0.6742073934600822,-0.7810186790944326,-0.8525185105693657,-0.3311873233849312,-0.3556955870464142,0.8406049137413513,-1.5873989797493309,2.8348044404680026,3.6472036084120965,4.053506114872992,0.4828934450152091,-0.9451157182461334,2.3652020477847735,-0.1164269510154262,-0.9549208280217414,-1.631140405477264,0.28096004213961057,-0.2954949437979605,1.9789571728460291,2.2066424961892652,1.3007173150353029,-0.9202654995655197,-0.9497839234518263,-0.9449405858397322,15.41866683959961
2017-01-10,-0.8068094610578875,-0.32195594943397154,AAPL,1,-0.022480526160381636,2.9586289496897984,1.3104773251583774,-0.022456394010650804,-0.7997681148705613,-0.7997681148705613,-0.8052960131575212,-0.8070566859287562,-0.7949589397549759,-0.1066710590242743,-0.1240583277662523,0.03050086492839207,-0.184260107390465,-0.22593015079829862,0.09233263137508932,-3.297119795587459,-3.6902584105777336,-2.3080749650832906,,-0.0682973683450638,-0.0953428619736151,-0.13330266995329448,0.6907514871238473,-0.4508651800926479,-0.4973258717546827,-0.3685903623144219,-0.3556955870464142,-1.158749156415395,-1.5873989797493309,2.8348044404680026,3.6472036084120965,4.053506114872992,-0.02281713764407797,-0.8062358318496854,3.8325529672836005,-0.1164269510154262,-0.8004016467821565,1.5947550144064457,-0.007129421195927607,-0.2954949437979605,2.5803942444396886,2.650258435952698,-2.54958366845703,-0.7165384889890523,-0.8343391803656132,-0.7566160239927571,27.78636932373047
2017-01-10,-0.9462883556002196,-0.9230024667795929,TSLA,1,-0.25339659716197704,2.3297877287349666,-1.3939481217092393,-0.2533720563042063,-0.9540784222959249,-0.9540784222959249,-0.9431320416876093,-0.9285490461908665,-0.9524874494345645,-0.1082119420189349,-0.12334897763268672,0.0231635268857031,-0.16316412375545541,-0.19870877850372032,0.07745906311967472,1.169459346514913,1.0406417929517682,1.2391465394907977,,-0.06726575568369086,-0.0953428619736151,-0.13330266995329448,0.4416973824567133,-0.7666691365635665,-0.8582996719133257,-0.3667316259933059,-0.33019748846460817,0.3819837087469055,-1.2722667447673124,1.7543267078313562,3.158750545742127,3.8627381000357635,0.40896049039670257,-0.9455002638517545,1.0796221601583647,-0.1164269510154262,-0.9544984626833413,-1.4116154580820914,-0.23887421149031057,-0.2954949437979605,1.742381999630218,2.006072837702883,1.1445774648174516,-0.9202654995655197,-0.949188069579029,-0.9449405858397322,15.324666976928713
2017-01-11,-0.8051383882277718,-0.14693923761410535,AAPL,2,0.1193637328361761,3.0069586808124273,1.3104773251583774,0.11938761392980324,-0.7984159484539027,-0.7984159484539027,-0.8044413760367726,-0.8056406813531489,-0.7948374083079713,-0.10426863806958934,-0.12232468908746007,0.03311109746381198,-0.1711140805521649,-0.2163968210169105,0.10666239354733845,-2.8075063047255258,-3.437429408076941,-1.502667573918287,,-0.06726575568369086,-0.0953428619736151,-0.13330266995329448,0.6982906201368794,-0.4310590268067487,-0.49622804805794307,-0.32067464574397475,-0.3556955870464142,-1.1611634090595833,-1.5873989797493309,2.8348044404680026,3.6472036084120965,4.053506114872992,0.00926979002805253,-0.8047980012008707,5.114101064360051,-0.1164269510154262,-0.7995688327912092,1.6918849039892132,0.13440974044734227,-0.2954949437979605,2.4153669519550336,2.641118937076303,-2.1291695979093634,-0.7165384889890523,-0.8332164370481718,-0.7566160239927571,27.935670852661133
2017-01-11,-0.9463928230030859,-0.9249337242744866,TSLA,2,-0.07505702194722498,2.2583908119240417,-1.3939481217092393,-0.07503279674014891,-0.9546689222833947,-0.9546689222833947,-0.9428204709521246,-0.9286929828388709,-0.9515912173693868,-0.10830832882669479,-0.1228898235590038,0.02141481620783008,-0.16425617347623253,-0.19421022091018067,0.059465075163133006,1.178536114292907,1.1034974335622696,1.1628996947904602,,-0.06626104609758982,-0.09212591113149943,-0.13330266995329448,0.2633146172965038,-0.7884950620914486,-0.8668879637300125,-0.3685903623144219,-0.3508716046871994,0.11407296176022783,-1.254245167465937,1.5531304374004058,2.7757683666249555,3.606096417837276,0.3401766499254632,-0.9458667825509034,0.37654378061243443,-0.1164269510154262,-0.9542086310520183,-1.2795464223686888,-0.05974965027663001,-0.2954949437979605,1.4789242606281636,1.829239109749981,1.1298821398987668,-0.9202654995655197,-0.948592005716698,-0.9449405858397322,15.315333366394045
2017-01-12,-0.8064439585740876,-0.1750628250180077,AAPL,3,-0.19096544137289428,2.019792235635967,0.9262762844614807,-0.19094101101464483,-0.7998049043927048,-0.7998049043927048,-0.8039640370506101,-0.8053300266492529,-0.7941498104461947,-0.10386908151091037,-0.12099220669787268,0.030298486818696627,-0.16900643570633558,-0.20909385348018494,0.09061883969169231,-2.5427612525750742,-3.1767553837297853,-1.2614762055823372,,-0.06626104609758982,-0.09212591113149943,-0.13330266995329448,0.3684451449668392,-0.48655213546975784,-0.5057209075173801,-0.3685903623144219,-0.3220999017278378,-1.2473507707925606,-1.5129276984580153,1.5631137519596177,3.1301515186012123,3.871886474421258,0.02132802300174701,-0.8053688272624232,2.0196119203482312,-0.1164269510154262,-0.7991318094453018,1.899499268284615,-0.17605599930347776,-0.2954949437979605,2.1075083210733747,2.4897307693118007,-2.3284767428902717,-0.7165384889890523,-0.833119421738252,-0.7566160239927571,27.81902503967285
2017-01-12,-0.9464972904059523,-0.8956709748409875,TSLA,3,-0.07506908507245579,2.1832977772389275,-1.3939481217092393,-0.07504485984402869,-0.9547984839884366,-0.9547984839884366,-0.9425998867381395,-0.9288656725109177,-0.9508653596005049,-0.10856072680777869,-0.12262911863332085,0.019763600683242115,-0.16686973433674618,-0.19169050852464967,0.04259321051630932,1.1800406838077622,1.1459247277720699,1.1000885984907276,,-0.06543819415052353,-0.09075472118856084,-0.13330266995329448,0.20475627897460297,-0.7665485608698995,-0.8692104226409335,-0.3518633970874584,-0.3304268576530776,-0.19069321611823975,-1.013749691474507,0.5317102556265696,2.1144381755029618,3.2089264162948434,0.27804096564916014,-0.9461694125539348,-0.08146345675690218,-0.1164269510154262,-0.9539702955226449,-1.0923964436485802,-0.05976173320729453,-0.2954949437979605,1.2609995611166922,1.6252523112273367,1.1151868149800817,-0.9202654995655197,-0.948338683308978,-0.9449405858397322,15.305999755859377
